pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
clothed	unclothed	a	clothed%3:00:00::	unclothed%3:00:00::	"wearing or provided with clothing; sometimes used in combination"	not wearing clothing	no	affixal	un-	NA	direct	NA
colored	uncolored	a	colored%3:00:00::	uncolored%3:00:00::	"having color or a certain color; sometimes used in combination"	without color	no	affixal	un-	NA	direct	NA
combined	uncombined	a	combined%3:00:00::	uncombined%3:00:00::	made or joined or united into one	not joined or united into one	no	affixal	un-	NA	direct	NA
comfortable	uncomfortable	a	comfortable%3:00:01::	uncomfortable%3:00:01::	"free from stress or conducive to mental ease; having or affording peace of mind"	conducive to or feeling mental discomfort	no	affixal	un-	NA	direct	NA
committed	uncommitted	a	committed%3:00:00::	uncommitted%3:00:00::	bound or obligated, as under a pledge to a particular cause, action, or attitude	not bound or pledged	no	affixal	un-	NA	direct	NA
communicative	uncommunicative	a	communicative%3:00:00::	uncommunicative%3:00:00::	able or tending to communicate	not inclined to talk or give information or express opinions	no	affixal	un-	NA	direct	NA
compartmented	uncompartmented	a	compartmented%3:00:00::	uncompartmented%3:00:00::	divided up or separated into compartments or isolated units	"not compartmented; not divided into compartments or isolated units"	no	affixal	un-	NA	direct	NA
complimentary	uncomplimentary	a	complimentary%3:00:00::	uncomplimentary%3:00:00::	conveying or resembling a compliment	tending to (or intended to) detract or disparage	no	affixal	un-	NA	direct	NA
conditional	unconditional	a	conditional%3:00:00::	unconditional%3:00:00::	imposing or depending on or containing a condition	not conditional	no	affixal	un-	NA	direct	NA
confined	unconfined	a	confined%3:00:00::	unconfined%3:00:00::	not free to move about	not confined	no	affixal	un-	NA	direct	NA
congenial	uncongenial	a	congenial%3:00:00::	uncongenial%3:00:00::	suitable to your needs	not suitable to your tastes or needs	no	affixal	un-	NA	direct	NA
conquerable	unconquerable	a	conquerable%3:00:00::	unconquerable%3:00:00::	subject to being conquered or overcome	not capable of being conquered or vanquished or overcome	no	affixal	un-	NA	direct	NA
conscious	unconscious	a	conscious%3:00:00::	unconscious%3:00:00::	"knowing and perceiving; having awareness of surroundings and sensations and thoughts"	"not conscious; lacking awareness and the capacity for sensory perception as if asleep or dead"	no	affixal	un-	NA	direct	NA
constitutional	unconstitutional	a	constitutional%3:00:00::	unconstitutional%3:00:00::	sanctioned by or consistent with or operating under the law determining the fundamental political principles of a government	"not consistent with or according to a constitution; contrary to the U.S. Constitution"	no	affixal	un-	NA	direct	NA
constricted	unconstricted	a	constricted%3:00:00::	unconstricted%3:00:00::	drawn together or squeezed physically or by extension psychologically	not constricted physically or by extension psychologically	no	affixal	un-	NA	direct	NA
controlled	uncontrolled	a	controlled%3:00:00::	uncontrolled%3:00:00::	restrained or managed or kept within certain bounds	"not being under control; out of control"	no	affixal	un-	NA	direct	NA
controversial	uncontroversial	a	controversial%3:00:00::	uncontroversial%3:00:00::	marked by or capable of arousing controversy	not likely to arouse controversy	no	affixal	un-	NA	direct	NA
conventional	unconventional	a	conventional%3:00:01::	unconventional%3:00:01::	unimaginative and conformist	not conventional or conformist	no	affixal	un-	NA	direct	NA
cooperative	uncooperative	a	cooperative%3:00:00::	uncooperative%3:00:00::	done with or working with others for a common purpose or benefit	unwilling to cooperate	no	affixal	un-	NA	direct	NA
corrected	uncorrected	a	corrected%3:00:00::	uncorrected%3:00:00::	having something undesirable neutralized	left faulty or wrong	no	affixal	un-	NA	direct	NA
cousinly	uncousinly	a	cousinly%3:00:00::	uncousinly%3:00:00::	like or befitting a cousin	not befitting a cousin	no	affixal	un-	NA	direct	NA
critical	uncritical	a	critical%3:00:02::	uncritical%3:00:02::	characterized by careful evaluation and judgment	marked by disregard for critical standards or procedures	no	affixal	un-	NA	direct	NA
crowded	uncrowded	a	crowded%3:00:00::	uncrowded%3:00:00::	overfilled or compacted or concentrated	having or allowing sufficient room	no	affixal	un-	NA	direct	NA
crowned	uncrowned	a	crowned%3:00:02::	uncrowned%3:00:02::	having an (artificial) crown on a tooth	"not having an (artificial) crown on a tooth; used especially of molars and bicuspids"	no	affixal	un-	NA	direct	NA
crystallized	uncrystallized	a	crystallized%3:00:00::	uncrystallized%3:00:00::	having become fixed and definite in form	not finally or definitely formed	no	affixal	un-	NA	direct	NA
cultivated	uncultivated	a	cultivated%3:00:00::	uncultivated%3:00:00::	(of land or fields) prepared for raising crops by plowing or fertilizing	(of land or fields) not prepared for raising crops	no	affixal	un-	NA	direct	NA
cut	uncut	a	cut%3:00:03::	uncut%3:00:03::	fashioned or shaped by cutting	not shaped by cutting or trimming	no	affixal	un-	NA	direct	NA
declared	undeclared	a	declared%3:00:00::	undeclared%3:00:00::	made known or openly avowed	not announced or openly acknowledged	no	affixal	un-	NA	direct	NA
dedicated	undedicated	a	dedicated%3:00:00::	undedicated%3:00:00::	devoted to a cause or ideal or purpose	not dedicated	no	affixal	un-	NA	direct	NA
defeated	undefeated	a	defeated%3:00:00::	undefeated%3:00:00::	"beaten or overcome; not victorious"	victorious	no	affixal	un-	NA	direct	NA
defined	undefined	a	defined%3:00:00::	undefined%3:00:00::	clearly characterized or delimited	not precisely limited, determined, or distinguished	no	affixal	un-	NA	direct	NA
demanding	undemanding	a	demanding%3:00:01::	undemanding%3:00:01::	"requiring more than usually expected or thought due; especially great patience and effort and skill"	requiring little if any patience or effort or skill	no	affixal	un-	NA	direct	NA
dependable	undependable	a	dependable%3:00:00::	undependable%3:00:00::	worthy of reliance or trust	not worthy of reliance or trust	no	affixal	un-	NA	direct	NA
descriptive	undescriptive	a	descriptive%3:00:02::	undescriptive%3:00:00::	serving to describe or inform or characterized by description	not successful in describing	no	affixal	un-	NA	direct	NA
designed	undesigned	a	designed%3:00:00::	undesigned%3:00:00::	done or made or performed with purpose and intent	not done or made or performed with purpose or intent	no	affixal	un-	NA	direct	NA
desirous	undesirous	a	desirous%3:00:00::	undesirous%3:00:00::	having or expressing desire for something	having or feeling no desire	no	affixal	un-	NA	direct	NA
developed	undeveloped	a	developed%3:00:00::	undeveloped%3:00:00::	being changed over time so as to be e.g. stronger or more complete or more useful	not developed	no	affixal	un-	NA	direct	NA
diluted	undiluted	a	diluted%3:00:00::	undiluted%3:00:00::	reduced in strength or concentration or quality or purity	not diluted	no	affixal	un-	NA	direct	NA
diplomatic	undiplomatic	a	diplomatic%3:00:00::	undiplomatic%3:00:00::	using or marked by tact in dealing with sensitive matters or people	not skilled in dealing with others	no	affixal	un-	NA	direct	NA
discerning	undiscerning	a	discerning%3:00:00::	undiscerning%3:00:00::	having or revealing keen insight and good judgment	lacking discernment	no	affixal	un-	NA	direct	NA
discriminating	undiscriminating	a	discriminating%3:00:00::	undiscriminating%3:00:00::	showing or indicating careful judgment and discernment especially in matters of taste	not discriminating	no	affixal	un-	NA	direct	NA
domestic	undomestic	a	domestic%3:00:01::	undomestic%3:00:00::	of or involving the home or family	not domestic or related to home	no	affixal	un-	NA	direct	NA
drained	undrained	a	drained%3:00:00::	undrained%3:00:00::	emptied or exhausted of (as by drawing off e.g. water or other liquid)	"not drained; keep them undrained"""	no	affixal	un-	NA	direct	NA
dramatic	undramatic	a	dramatic%3:00:00::	undramatic%3:00:00::	suitable to or characteristic of drama	lacking dramatic force and quality	no	affixal	un-	NA	direct	NA
drinkable	undrinkable	a	drinkable%3:00:00::	undrinkable%3:00:00::	suitable for drinking	unsuitable for drinking	no	affixal	un-	NA	direct	NA
dynamic	undynamic	a	dynamic%3:00:00::	undynamic%3:00:00::	characterized by action or forcefulness or force of personality	characterized by an absence of force or forcefulness	no	affixal	un-	NA	direct	NA
eager	uneager	a	eager%3:00:00::	uneager%3:00:00::	having or showing keen interest or intense desire or impatient expectancy	lacking interest or spirit or animation	no	affixal	un-	NA	direct	NA
earned	unearned	a	earned%3:00:00::	unearned%3:00:00::	"gained or acquired; especially through merit or as a result of effort or action"	not gained by merit or labor or service	no	affixal	un-	NA	direct	NA
easy	uneasy	a	easy%3:00:02::	uneasy%3:00:00::	free from worry or anxiety	lacking a sense of security or affording no ease or reassurance	no	affixal	un-	NA	direct	NA
edifying	unedifying	a	edifying%3:00:00::	unedifying%3:00:00::	enlightening or uplifting so as to encourage intellectual or moral improvement	not edifying	no	affixal	un-	NA	direct	NA
emotional	unemotional	a	emotional%3:00:00::	unemotional%3:00:00::	of more than usual emotion	unsusceptible to or destitute of or showing no emotion	no	affixal	un-	NA	direct	NA
employable	unemployable	a	employable%3:00:00::	unemployable%3:00:00::	physically and mentally capable of working at a regular job and available	not acceptable for employment as a worker	no	affixal	un-	NA	direct	NA
employed	unemployed	a	employed%3:00:00::	unemployed%3:00:00::	"having your services engaged for; or having a job especially one that pays wages or a salary"	not engaged in a gainful occupation	no	affixal	un-	NA	direct	NA
enclosed	unenclosed	a	enclosed%3:00:00::	unenclosed%3:00:00::	closed in or surrounded or included within	not closed in our surrounded or included	no	affixal	un-	NA	direct	NA
encumbered	unencumbered	a	encumbered%3:00:00::	unencumbered%3:00:00::	loaded to excess or impeded by a heavy load	free of encumbrance	no	affixal	un-	NA	direct	NA
enforceable	unenforceable	a	enforceable%3:00:00::	unenforceable%3:00:00::	capable of being enforced	"not enforceable; not capable of being brought about by compulsion"	no	affixal	un-	NA	direct	NA
enlightened	unenlightened	a	enlightened%3:00:00::	unenlightened%3:00:00::	having knowledge and spiritual insight	"not enlightened; ignorant"	no	affixal	un-	NA	direct	NA
enlightening	unenlightening	a	enlightening%3:00:00::	unenlightening%3:00:00::	tending to increase knowledge or dissipate ignorance	failing to inform or clarify	no	affixal	un-	NA	direct	NA
enlivened	unenlivened	a	enlivened%3:00:00::	unenlivened%3:00:00::	made sprightly or cheerful	not made lively or brightened	no	affixal	un-	NA	direct	NA
enterprising	unenterprising	a	enterprising%3:00:00::	unenterprising%3:00:00::	marked by imagination, initiative, and readiness to undertake new projects	"lacking in enterprise; not bold or venturesome"	no	affixal	un-	NA	direct	NA
enthusiastic	unenthusiastic	a	enthusiastic%3:00:00::	unenthusiastic%3:00:00::	having or showing great excitement and interest	"not enthusiastic; lacking excitement or ardor"	no	affixal	un-	NA	direct	NA
equal	unequal	a	equal%3:00:00::	unequal%3:00:00::	having the same quantity, value, or measure as another	poorly balanced or matched in quantity or value or measure	no	affixal	un-	NA	direct	NA
erect	unerect	a	erect%3:00:00::	unerect%3:00:00::	upright in position or posture	not upright in position or posture	no	affixal	un-	NA	direct	NA
established	unestablished	a	established%3:00:00::	unestablished%3:00:00::	"brought about or set up or accepted; especially long established"	not established	no	affixal	un-	NA	direct	NA
ethical	unethical	a	ethical%3:00:00::	unethical%3:00:00::	conforming to accepted standards of social or professional behavior	not conforming to approved standards of social or professional behavior	no	affixal	un-	NA	direct	NA
even	uneven	a	even%3:00:01::	uneven%3:00:00::	"being level or straight or regular and without variation as e.g. in shape or texture; or being in the same plane or at the same height as something else (i.e. even with)"	not even or uniform as e.g. in shape or texture	no	affixal	un-	NA	direct	NA
eventful	uneventful	a	eventful%3:00:00::	uneventful%3:00:00::	full of events or incidents	marked by no noteworthy or significant events	no	affixal	un-	NA	direct	NA
exhausted	unexhausted	a	exhausted%3:00:00::	unexhausted%3:00:00::	depleted of energy, force, or strength	not used up completely	no	affixal	un-	NA	direct	NA
expected	unexpected	a	expected%3:00:00::	unexpected%3:00:00::	considered likely or probable to happen or arrive	not expected or anticipated	no	affixal	un-	NA	direct	NA
exportable	unexportable	a	exportable%3:00:00::	unexportable%3:00:00::	suitable for export	not suitable for export	no	affixal	un-	NA	direct	NA
extended	unextended	a	extended%3:00:00::	unextended%3:00:00::	fully extended or stretched forth	not extended or stretched out	no	affixal	un-	NA	direct	NA
faceted	unfaceted	a	faceted%3:00:00::	unfaceted%3:00:00::	having facets	lacking facets	no	affixal	un-	NA	direct	NA
fair	unfair	a	fair%3:00:03::	unfair%3:00:00::	"free from favoritism or self-interest or bias or deception; conforming with established standards or rules"	"not fair; marked by injustice or partiality or deception"	no	affixal	un-	NA	direct	NA
fastidious	unfastidious	a	fastidious%3:00:02::	unfastidious%3:00:02::	"having complicated nutritional requirements; especially growing only in special artificial cultures"	not exacting in nutritional requirements	no	affixal	un-	NA	direct	NA
