pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
appendaged	unappendaged	a	appendaged%3:00:00::	unappendaged%3:00:00::	having an appendage	not having an appendage	no	affixal	un-		direct	
appetizing	unappetizing	a	appetizing%3:00:00::	unappetizing%3:00:00::	appealing to or stimulating the appetite especially in appearance or aroma	not appetizing in appearance, aroma, or taste	no	affixal	un-		direct	
appetizingness	unappetizingness	n	appetizingness%1:07:00::	unappetizingness%1:07:00::	the property of stimulating the appetite	the property of spoiling the appetite	no	affixal	un-		direct	
armed	unarmed	a	armed%3:00:02::	unarmed%3:00:02::	(used of plants and animals) furnished with bristles and thorns	(used of plants or animals) lacking barbs or stings or thorns	no	affixal	un-		direct	
armored	unarmored	a	armored%3:00:02::	unarmored%3:00:02::	used of animals; provided with protective covering	used of animals; without protective covering	no	affixal	un-		direct	
articulated	unarticulated	a	articulated%3:00:00::	unarticulated%3:00:00::	consisting of segments held together by joints	not consisting of segments that are held together by joints	no	affixal	un-		direct	
ashamed	unashamed	a	ashamed%3:00:00::	unashamed%3:00:00::	feeling shame or guilt or embarrassment or remorse	used of persons or their behavior; feeling no shame	no	affixal	un-		direct	
assertive	unassertive	a	assertive%3:00:00::	unassertive%3:00:00::	aggressively self-assured	inclined to timidity or lack of self-confidence	no	affixal	un-		direct	
assigned	unassigned	a	assigned%3:00:00::	unassigned%3:00:00::	appointed to a post or duty	not assigned	no	affixal	un-		direct	
attractive	unattractive	a	attractive%3:00:01::	unattractive%3:00:00::	pleasing to the eye or mind especially through beauty or charm	lacking beauty or charm	no	affixal	un-		direct	
attractively	unattractively	r	attractively%4:02:00::	unattractively%4:02:00::	in a beautiful manner	in an unattractive manner	no	affixal	un-		direct	
availability	unavailability	n	availability%1:07:00::	unavailability%1:07:00::	the quality of being at hand when needed	the quality of not being available when needed	no	affixal	un-		direct	
available	unavailable	a	available%3:00:00::	unavailable%3:00:00::	obtainable or accessible and ready for use or service	not available or accessible or at hand	no	affixal	un-		direct	
avenged	unavenged	a	avenged%3:44:00::	unavenged%3:44:00::	for which vengeance has been taken	for which vengeance has not been taken	no	affixal	un-		direct	
awed	unawed	a	awed%3:00:00::	unawed%3:00:00::	having or showing a feeling of mixed reverence and respect and wonder and dread	not awed	no	affixal	un-		direct	
balanced	unbalanced	a	balanced%3:00:00::	unbalanced%3:00:00::	being in a state of proper equilibrium	being or thrown out of equilibrium	no	affixal	un-		direct	
banded	unbanded	a	banded%3:00:00::	unbanded%3:00:00::	identified with a band especially around a leg	not identified with a band	no	affixal	un-		direct	
barreled	unbarreled	a	barreled%3:00:00::	unbarreled%3:00:00::	put in or stored in a barrel	not in a barrel	no	affixal	un-		direct	
belted	unbelted	a	belted%3:00:00::	unbelted%3:00:00::	having or provided with a belt	lacking a belt	no	affixal	un-		direct	
beneficed	unbeneficed	a	beneficed%3:00:00::	unbeneficed%3:00:00::	having a benefice	not having a benefice	no	affixal	un-		direct	
bodied	unbodied	a	bodied%3:00:00::	unbodied%3:00:00::	having a body or a body of a specified kind; often used in combination	having no body	no	affixal	un-		direct	
bordered	unbordered	a	bordered%3:00:00::	unbordered%3:00:00::	having a border especially of a specified kind; sometimes used as a combining term	having no border	no	affixal	un-		direct	
born	unborn	a	born%3:00:00::	unborn%3:00:00::	brought into existence	not yet brought into existence	no	affixal	un-		direct	
bound	unbound	a	bound%3:00:02::	unbound%3:00:02::	secured with a cover or binding; often used as a combining form	not secured within a cover	no	affixal	un-		direct	
bridgeable	unbridgeable	a	bridgeable%3:00:00::	unbridgeable%3:00:00::	capable of being connected by a bridge or as if by a bridge	not bridgeable	no	affixal	un-		direct	
buried	unburied	a	buried%3:00:00::	unburied%3:00:00::	placed in a grave	not buried	no	affixal	un-		direct	
buttoned	unbuttoned	a	buttoned%3:00:00::	unbuttoned%3:00:00::	furnished or closed with buttons or something buttonlike	not buttoned	no	affixal	un-		direct	
cared-for	uncared-for	a	cared-for%3:00:00::	uncared-for%3:00:00::	having needed care and attention	lacking needed care and attention	no	affixal	un-		direct	
carpeted	uncarpeted	a	carpeted%3:00:00::	uncarpeted%3:00:00::	covered with or as if with carpeting or with carpeting as specified; often used in combination	not carpeted	no	affixal	un-		direct	
carved	uncarved	a	carved%3:00:00::	uncarved%3:00:00::	made for or formed by carving (`carven' is archaic or literary)	not carved	no	affixal	un-		direct	
castrated	uncastrated	a	castrated%3:00:00::	uncastrated%3:00:00::	deprived of sexual capacity or sexual attributes	not castrated	no	affixal	un-		direct	
censored	uncensored	a	censored%3:00:00::	uncensored%3:00:00::	suppressed or subject to censorship	not subject to censorship	no	affixal	un-		direct	
changeable	unchangeable	a	changeable%3:00:00::	unchangeable%3:00:00::	such that alteration is possible; having a marked tendency to change	not changeable or subject to change	no	affixal	un-		direct	
characteristically	uncharacteristically	r	characteristically%4:02:00::	uncharacteristically%4:02:00::	in characteristic manner	in uncharacteristic manner	no	affixal	un-		direct	
cheerfulness	uncheerfulness	n	cheerfulness%1:07:00::	uncheerfulness%1:07:00::	the quality of being cheerful and dispelling gloom	not conducive to cheer or good spirits	no	affixal	un-		direct	
christian	unchristian	a	christian%3:00:00::	unchristian%3:00:00::	following the teachings or manifesting the qualities or spirit of Jesus Christ	not of a Christian faith	no	affixal	un-		direct	
civil	uncivil	a	civil%3:00:00::	uncivil%3:00:00::	not rude; marked by satisfactory (or especially minimal) adherence to social usages and sufficient but not noteworthy consideration for others	lacking civility or good manners	no	affixal	un-		direct	
civilly	uncivilly	r	civilly%4:02:00::	uncivilly%4:02:00::	in a civil manner	in an uncivil manner	no	affixal	un-		direct	
cleared	uncleared	a	cleared%3:00:00::	uncleared%3:00:00::	rid of objects or obstructions such as e.g. trees and brush	not cleared; not rid of objects or obstructions	no	affixal	un-		direct	
clearness	unclearness	n	clearness%1:07:01::	unclearness%1:07:00::	free from obscurity and easy to understand; the comprehensibility of clear expression	incomprehensibility as a result of not being clear	no	affixal	un-		direct	
coated	uncoated	a	coated%3:00:00::	uncoated%3:00:00::	having a coating; covered with an outer layer or film; often used in combination	not having a coating	no	affixal	un-		direct	
coiled	uncoiled	a	coiled%3:00:00::	uncoiled%3:00:00::	curled or wound (especially in concentric rings or spirals)	no longer coiled	no	affixal	un-		direct	
collected	uncollected	a	collected%3:44:00::	uncollected%3:44:00::	brought together in one place	not brought together in one place	no	affixal	un-		direct	
colored	uncolored	a	colored%3:00:00::	uncolored%3:00:00::	having color or a certain color; sometimes used in combination	without color	no	affixal	un-		direct	
combed	uncombed	a	combed%3:00:00::	uncombed%3:00:00::	(of hair) made tidy with a comb	(of hair) not combed	no	affixal	un-		direct	
comfortably	uncomfortably	r	comfortably%4:02:02::	uncomfortably%4:02:00::	in physical comfort	in physical discomfort	no	affixal	un-		direct	
committed	uncommitted	a	committed%3:00:00::	uncommitted%3:00:00::	bound or obligated, as under a pledge to a particular cause, action, or attitude	not bound or pledged	no	affixal	un-		direct	
common	uncommon	a	common%3:00:01::	uncommon%3:00:00::	having no special distinction or quality; widely known or commonly encountered; average or ordinary or usual	not common or ordinarily encountered; unusually great in amount or remarkable in character or kind	no	affixal	un-		direct	
commonness	uncommonness	n	commonness%1:07:00::	uncommonness%1:07:00::	ordinariness as a consequence of being frequent and commonplace	extraordinariness as a consequence of being rare and seldom encountered	no	affixal	un-		direct	
compartmented	uncompartmented	a	compartmented%3:00:00::	uncompartmented%3:00:00::	divided up or separated into compartments or isolated units	not compartmented; not divided into compartments or isolated units	no	affixal	un-		direct	
compassionate	uncompassionate	a	compassionate%3:00:00::	uncompassionate%3:00:00::	showing or having compassion	lacking compassion or feeling for others	no	affixal	un-		direct	
complaining	uncomplaining	a	complaining%3:00:00::	uncomplaining%3:00:00::	expressing pain or dissatisfaction of resentment	not complaining	no	affixal	un-		direct	
concealed	unconcealed	a	concealed%3:00:00::	unconcealed%3:00:00::	hidden on any grounds for any motive	not concealed or hidden	no	affixal	un-		direct	
concerned	unconcerned	a	concerned%3:00:00::	unconcerned%3:00:00::	feeling or showing worry or solicitude	lacking in interest or care or feeling	no	affixal	un-		direct	
conditionally	unconditionally	r	conditionally%4:02:00::	unconditionally%4:02:02::	subject to a condition	not subject to a condition	no	affixal	un-		direct	
conditioned	unconditioned	a	conditioned%3:00:00::	unconditioned%3:00:00::	established by conditioning or learning	not established by conditioning or learning	no	affixal	un-		direct	
confirmed	unconfirmed	a	confirmed%3:00:00::	unconfirmed%3:00:00::	having been established or made firm or received the rite of confirmation	not finally established or settled	no	affixal	un-		direct	
connected	unconnected	a	connected%3:00:00::	unconnected%3:00:00::	joined or linked together	not joined or linked together	no	affixal	un-		direct	
connectedness	unconnectedness	n	connectedness%1:24:00::	unconnectedness%1:24:00::	a relation between things or events (as in the case of one causing the other or sharing features with it)	the lack of a connection between things	no	affixal	un-		direct	
conscientious	unconscientious	a	conscientious%3:00:00::	unconscientious%3:00:00::	guided by or in accordance with conscience or sense of right and wrong	not conscientious; 	no	affixal	un-		direct	
constipated	unconstipated	a	constipated%3:00:00::	unconstipated%3:00:00::	have difficult or incomplete or infrequent evacuation of the bowels	not constipated	no	affixal	un-		direct	
constricted	unconstricted	a	constricted%3:00:00::	unconstricted%3:00:00::	drawn together or squeezed physically or by extension psychologically	not constricted physically or by extension psychologically	no	affixal	un-		direct	
consummated	unconsummated	a	consummated%3:00:00::	unconsummated%3:00:00::	brought to completion	not consummated (especially of a marriage)	no	affixal	un-		direct	
contaminated	uncontaminated	a	contaminated%3:00:00::	uncontaminated%3:00:00::	corrupted by contact or association	not corrupted by contact or association	no	affixal	un-		direct	
contested	uncontested	a	contested%3:44:00::	uncontested%3:44:00::	disputed or made the object of contention or competition	not disputed and not made the object of contention or competition	no	affixal	un-		direct	
controlled	uncontrolled	a	controlled%3:00:00::	uncontrolled%3:00:00::	restrained or managed or kept within certain bounds	not being under control; out of control	no	affixal	un-		direct	
controversially	uncontroversially	r	controversially%4:02:00::	uncontroversially%4:02:00::	involving controversy	not involving any controversy	no	affixal	un-		direct	
